time;high;low;open;volumefrom;volumeto;close;conversion_type;conversion_symbol;coin;daily_return_pct;intraday_return;daily_log_return;stablecoin
2021-02-18;302.48;257.24;265.99;489755.05;137655986.36;281.07;multiply;BTC;DASH;0.0566938606714538;0.0566938606714538;0.0551450345411411;0
2021-02-19;336.4;269.24;281.09;339200.19;106306166.26;324.19;direct;;DASH;0.153413740349379;0.153331673129603;0.142726015037337;0
2021-02-20;333.28;290.29;324.19;404683.27;120485489.56;297.73;multiply;BTC;DASH;-0.0816188037879021;-0.0816188037879021;-0.0851427281341737;0
2021-02-21;320.51;294.25;297.73;223744.98;67482000.04;301.6;multiply;BTC;DASH;0.0129983542135492;0.0129983542135492;0.0129146005994309;0
2021-02-22;303.18;224.7;301.63;216976.92;57552370.12;271.82;direct;;DASH;-0.098740053050398;-0.0988296920067633;-0.1039615536066;0
2021-02-23;272.68;202.24;271.82;241547.29;54682192.15;231.28;direct;;DASH;-0.149142815098227;-0.149142815098227;-0.161510984819111;0
2021-02-24;257.74;230.98;231.29;268035.11;63751595.8;237.85;multiply;BTC;DASH;0.0284071255620892;0.0283626615936703;0.0280111251701998;0
2021-02-25;248.67;216.99;237.52;89125.76;20945988.21;218.15;direct;;DASH;-0.0828253100693714;-0.0815510272819131;-0.0864573233086725;0
2021-02-26;223.51;201.9;218.15;72299.19;15395581.84;206.76;direct;;DASH;-0.0522117808847125;-0.0522117808847125;-0.0536241992417796;0
2021-02-27;223.94;205.65;206.76;58445.73;12538138.47;211.13;direct;;DASH;0.0211356161733411;0.0211356161733411;0.0209153571721528;0
2021-02-28;212.11;181.82;211.13;90445.91;17658718.29;197.13;direct;;DASH;-0.0663098564865249;-0.0663098564865249;-0.0686106479221049;0
2021-03-01;224.79;196.55;197.13;68993.47;14509634.77;224.79;direct;;DASH;0.140313498706437;0.140313498706437;0.131303223466443;0
2021-03-02;230.24;209.62;224.79;59591.73;13082071.75;216.01;direct;;DASH;-0.0390586769874105;-0.0390586769874105;-0.0398419301355082;0
2021-03-03;235.76;214.4;216.01;61093.7;13845572.58;222.86;direct;;DASH;0.031711494838202;0.031711494838202;0.0312190687100866;0
2021-03-04;217.25;208.5;222.84;124002.46;26129899.46;210.72;multiply;BTC;DASH;-0.054473660594095;-0.0543887991383952;-0.0560135336239362;0
2021-03-05;211.57;196.4;211.1;64547.83;13123254.38;205.68;direct;;DASH;-0.0239179954441913;-0.0256750355281856;-0.0242086750373369;0
2021-03-06;211.41;206.18;205.83;75892.5;15847959.04;208.82;multiply;BTC;DASH;0.0152664332944379;0.0145265510372636;0.0151510739043301;0
2021-03-07;217.77;210.53;208.82;83030.52;17798035.43;214.36;multiply;BTC;DASH;0.0265300258595922;0.0265300258595922;0.0261842077646852;0
2021-03-08;218.88;206.62;214.81;58210.99;12337296.68;218.43;direct;;DASH;0.0189867512595634;0.0168521018574554;0.0188087524480798;0
2021-03-09;245.94;214.91;218.43;96350.11;22360799.74;244.31;direct;;DASH;0.118481893512796;0.118481893512796;0.111972313629977;0
2021-03-10;253.42;233.47;244.6;179798.15;42137611.09;234.36;multiply;BTC;DASH;-0.0407269452744463;-0.0418642681929681;-0.0415795160281185;0
2021-03-11;243.93;225.44;234.69;70503.87;16540518.67;235.35;direct;;DASH;0.0042242703533026;0.0028122203758149;0.0042153731705632;0
2021-03-12;239.16;221.41;235.46;145668.3;32794516.62;225.13;multiply;BTC;DASH;-0.0434246866369238;-0.0438715705427674;-0.0443957547142686;0
2021-03-13;245.7;236.34;225.13;159742.89;38857592.98;243.25;multiply;BTC;DASH;0.0804868298316528;0.0804868298316528;0.0774117079332317;0
2021-03-14;241.84;229.68;243.25;146869.63;33950038.68;231.16;multiply;BTC;DASH;-0.0497019527235355;-0.0497019527235355;-0.0509796096165367;0
2021-03-15;223.88;215.2;231.16;126417.5;27944051.7;221.05;multiply;BTC;DASH;-0.0437359404741304;-0.0437359404741304;-0.0447211911773255;0
2021-03-16;229.64;223.37;221.05;125135.05;28001747.23;223.77;multiply;BTC;DASH;0.0123049083917666;0.0123049083917666;0.0122298183629299;0
2021-03-17;244.3;229.27;223.77;91340.48;20958123.83;229.45;multiply;BTC;DASH;0.025383205970416;0.025383205970416;0.0250664022056606;0
2021-03-18;234.15;222.21;229.45;90746.12;20494696.11;225.85;multiply;BTC;DASH;-0.0156896927435171;-0.0156896927435171;-0.0158140787402292;0
2021-03-19;231.31;224.29;225.85;74663.73;16837108.32;225.51;multiply;BTC;DASH;-0.0015054239539517;-0.0015054239539517;-0.0015065582431264;0
2021-03-20;234.96;224.85;225.51;81781.79;18588382.77;227.29;multiply;BTC;DASH;0.0078932198128687;0.0078932198128687;0.0078622313125809;0
2021-03-21;229.5;218.83;227.29;87358.4;19306932.12;221.01;multiply;BTC;DASH;-0.0276299001275903;-0.0276299001275903;-0.0280187858072356;0
2021-03-22;211.3;205.29;221.01;93751.36;19383324.86;206.75;multiply;BTC;DASH;-0.0645219673317949;-0.0645219673317949;-0.0666976154590317;0
2021-03-23;210.19;204.97;206.75;144972.13;29983496.51;206.82;multiply;BTC;DASH;0.0003385731559855;0.0003385731559855;0.0003385158530289;0
2021-03-24;201.58;189.28;206.82;160001.02;30528421.33;190.8;multiply;BTC;DASH;-0.0774586597040904;-0.0774586597040904;-0.0806230907426428;0
2021-03-25;189.74;182.24;190.8;102351.2;19341116.64;188.97;multiply;BTC;DASH;-0.0095911949685535;-0.0095911949685535;-0.009637486712239;0
2021-03-26;208.22;198.64;188.97;73325.85;14940885.93;203.76;multiply;BTC;DASH;0.0782663914907127;0.0782663914907127;0.0753545583692539;0
2021-03-27;206.86;197.93;203.76;106227.98;21416856.92;201.61;multiply;BTC;DASH;-0.0105516293678837;-0.0105516293678837;-0.0106076925295815;0
2021-03-28;207.56;199.03;201.61;104883.24;21763834.18;207.51;multiply;BTC;DASH;0.0292644214076681;0.0292644214076681;0.028844393138983;0
2021-03-29;218.0;210.62;207.51;102652.98;22052950.04;214.83;multiply;BTC;DASH;0.0352754084140525;0.0352754084140525;0.0346674864063559;0
2021-03-30;220.78;212.2;214.83;91069.14;19705071.39;216.37;multiply;BTC;DASH;0.007168458781362;0.007168458781362;0.00714288751238;0
2021-03-31;225.06;210.83;216.37;232742.83;51765949.31;222.42;multiply;BTC;DASH;0.0279613624809354;0.0279613624809354;0.0275775811913572;0
2021-04-01;236.22;222.18;222.42;157504.0;36779348.16;233.51;multiply;BTC;DASH;0.0498606240446002;0.0498606240446002;0.0486574163536879;0
2021-04-02;247.81;230.29;233.51;156282.49;38101136.17;243.8;multiply;BTC;DASH;0.0440666352618733;0.0440666352618733;0.0431233143027878;0
2021-04-03;240.29;221.45;243.8;132764.29;29612939.83;223.05;multiply;BTC;DASH;-0.0851107465135357;-0.0851107465135357;-0.0889522554728979;0
2021-04-04;276.66;227.11;223.05;255800.68;69175986.64;270.43;multiply;BTC;DASH;0.212418740192782;0.212418740192782;0.192617323185963;0
2021-04-05;278.51;262.37;270.43;218326.3;59851404.17;274.14;multiply;BTC;DASH;0.0137188921347482;0.0137188921347482;0.0136256400429984;0
2021-04-06;281.52;261.05;274.14;207210.02;57132608.45;275.72;multiply;BTC;DASH;0.0057634785146276;0.0057634785146276;0.0057469332142163;0
2021-04-07;280.21;246.86;275.72;260335.26;65897820.23;253.13;multiply;BTC;DASH;-0.0819309444363848;-0.0819309444363848;-0.0854826672653175;0
2021-04-08;271.14;258.36;253.13;109137.95;29198442.21;267.54;multiply;BTC;DASH;0.0569272705724333;0.0569272705724333;0.0553658971153066;0
2021-04-09;272.52;262.06;267.54;96502.56;25553194.21;264.79;multiply;BTC;DASH;-0.0102788368094491;-0.0102788368094491;-0.010332028868131;0
2021-04-10;288.1;264.73;264.79;143413.93;40640632.6;283.38;multiply;BTC;DASH;0.0702065787982928;0.0702065787982928;0.0678516941367713;0
2021-04-11;293.84;280.23;283.38;149225.21;42792795.88;286.77;multiply;BTC;DASH;0.0119627355494389;0.0119627355494389;0.0118917476077005;0
2021-04-12;298.27;272.66;286.77;137889.81;38661184.43;280.38;multiply;BTC;DASH;-0.0222826655507898;-0.0222826655507898;-0.0225346748033912;0
2021-04-13;301.33;283.03;280.38;149726.05;43975100.27;293.7;multiply;BTC;DASH;0.0475069548469933;0.0475069548469933;0.0464130122641846;0
2021-04-14;314.07;286.36;293.7;206013.12;62911608.7;305.38;multiply;BTC;DASH;0.0397684712291455;0.0397684712291455;0.0389980645507908;0
2021-04-15;329.38;301.37;305.38;166673.19;54477387.51;326.85;multiply;BTC;DASH;0.0703058484511101;0.0703058484511101;0.0679444473033737;0
2021-04-16;391.35;313.72;326.85;397030.3;150816126.63;379.86;multiply;BTC;DASH;0.162184488297384;0.162184488297384;0.150301413725352;0
2021-04-17;397.15;354.93;379.86;313949.48;112165848.51;357.27;multiply;BTC;DASH;-0.0594692781551098;-0.0594692781551098;-0.0613109653360766;0
2021-04-18;336.52;284.38;357.27;422345.48;135311841.73;320.38;multiply;BTC;DASH;-0.103255241134156;-0.103255241134156;-0.108984007174676;0
2021-04-19;321.27;285.03;320.38;278474.26;82023975.6;294.55;multiply;BTC;DASH;-0.0806230101754166;-0.0806230101754166;-0.0840590233056409;0
2021-04-20;333.89;286.83;294.55;296947.69;94450988.5;318.07;multiply;BTC;DASH;0.0798506195892037;0.0798506195892037;0.0768227163745179;0
2021-04-21;316.04;292.74;318.07;194826.26;57505820.85;295.16;multiply;BTC;DASH;-0.0720281698997075;-0.0720281698997075;-0.0747539021520485;0
2021-04-22;294.84;276.43;295.16;195451.72;54059166.09;276.59;multiply;BTC;DASH;-0.0629150291367395;-0.0629150291367395;-0.0649813169030038;0
2021-04-23;282.14;232.55;276.55;127240.99;32434975.52;262.75;direct;;DASH;-0.0500379623269098;-0.0499005604773097;-0.0513332555301016;0
2021-04-24;263.35;253.46;262.75;1744.79;448574.17;254.4;direct;;DASH;-0.031779257849667;-0.031779257849667;-0.0322951782910934;0
2020-08-22;4.524;2.8;2.848;412163.59;1564976.41;4.512;direct;;DOT;0.584269662921348;0.584269662921348;0.460123520646028;0
2020-08-23;4.512;3.73;4.512;72324.75;295346.26;4.053;direct;;DOT;-0.101728723404255;-0.101728723404255;-0.107283166549586;0
2020-08-24;4.807;3.85;4.053;155436.25;672466.57;4.562;direct;;DOT;0.125585985689613;0.125585985689613;0.118303776216025;0
2020-08-25;5.775;4.533;4.562;172598.24;891296.29;5.566;direct;;DOT;0.220078912757562;0.220078912757562;0.198915539241503;0
2020-08-26;6.553;5.125;5.566;693382.68;4123483.16;6.093;direct;;DOT;0.0946819978440532;0.0946819978440532;0.0904639081626584;0
2020-08-27;6.797;5.245;6.093;393736.69;2325682.07;5.656;direct;;DOT;-0.0717216477925489;-0.0717216477925489;-0.0744236426720857;0
2020-08-28;6.35;5.52;5.656;1609961.67;9746485.64;6.17;direct;;DOT;0.090876944837341;0.090876944837341;0.0869819093230249;0
2020-08-29;6.566;6.02;6.17;1183643.98;7526399.84;6.148;direct;;DOT;-0.0035656401944894;-0.0035656401944894;-0.003572012240947;0
2020-08-30;6.218;5.269;6.148;1005329.49;5985353.59;5.86;direct;;DOT;-0.0468445022771632;-0.0468445022771632;-0.0479772220874282;0
2020-08-31;6.477;5.759;5.86;962334.19;5953036.21;6.293;direct;;DOT;0.0738907849829351;0.0738907849829351;0.0712883009558753;0
2020-09-01;6.861;6.144;6.293;1277798.72;8262846.76;6.255;direct;;DOT;-0.0060384554266645;-0.0060384554266645;-0.006056760625922;0
2020-09-02;6.44;5.599;6.255;1097196.13;6611614.72;6.128;direct;;DOT;-0.0203037569944045;-0.0203037569944045;-0.0205127114805843;0
2020-09-03;6.366;5.605;6.128;1313509.4;7937978.45;5.717;direct;;DOT;-0.0670691906005223;-0.0670691906005223;-0.069424240156456;0
2020-09-04;5.984;4.571;5.717;1250630.31;6504986.68;5.127;direct;;DOT;-0.103200979534721;-0.103200979534721;-0.108923499480271;0
2020-09-05;5.304;3.576;5.127;3095552.76;13619253.64;4.136;direct;;DOT;-0.193290423249464;-0.193290423249464;-0.214791555595435;0
2020-09-06;4.91;3.742;4.136;1596989.44;7068395.91;4.784;direct;;DOT;0.156673114119922;0.156673114119922;0.145547879442202;0
2020-09-07;4.825;4.022;4.784;1478749.8;6524917.06;4.59;direct;;DOT;-0.0405518394648829;-0.0405518394648829;-0.0413969925758768;0
2020-09-08;4.623;4.119;4.59;866043.27;3743432.2;4.272;direct;;DOT;-0.0692810457516339;-0.0692810457516339;-0.07179792241456;0
2020-09-09;4.791;4.139;4.272;952095.97;4327914.11;4.697;direct;;DOT;0.0994850187265917;0.0994850187265917;0.0948419053869642;0
2020-09-10;4.892;4.447;4.697;969541.68;4510647.87;4.582;direct;;DOT;-0.0244837130083032;-0.0244837130083032;-0.0247884230135542;0
2020-09-11;4.732;4.323;4.582;714122.5;3219497.24;4.653;direct;;DOT;0.0154954168485377;0.0154954168485377;0.0153765888312076;0
2020-09-12;5.299;4.506;4.653;859992.15;4243582.65;5.157;direct;;DOT;0.108317214700194;0.108317214700194;0.102842842206311;0
2020-09-13;5.479;4.788;5.157;963290.46;4974461.6;5.311;direct;;DOT;0.0298623230560404;0.0298623230560404;0.02942512637144;0
2020-09-14;5.609;5.089;5.311;1223223.79;6593945.48;5.362;direct;;DOT;0.0096027113537939;0.0096027113537939;0.0095568983735054;0
2020-09-15;5.445;5.056;5.362;961102.03;5054563.43;5.059;direct;;DOT;-0.05650876538605;-0.05650876538605;-0.0581682045039684;0
2020-09-16;5.281;4.969;5.059;562683.69;3086350.68;5.074;direct;;DOT;0.0029650128483889;0.0029650128483889;0.0029606258672909;0
2020-09-17;5.421;5.054;5.074;789689.25;4148194.41;5.348;direct;;DOT;0.0540007883326763;0.0540007883326763;0.0525931980626066;0
2020-09-18;5.453;5.104;5.348;618776.66;3235953.12;5.254;direct;;DOT;-0.0175766641735229;-0.0175766641735229;-0.0177329679763487;0
2020-09-19;5.255;4.81;5.254;586930.39;2948011.15;4.932;direct;;DOT;-0.0612866387514274;-0.0612866387514274;-0.06324510596125;0
2020-09-20;4.975;4.413;4.932;705466.13;3279490.65;4.679;direct;;DOT;-0.0512976480129765;-0.0512976480129765;-0.0526601734180188;0
2020-09-21;4.702;3.937;4.679;1385633.51;5730393.19;4.062;direct;;DOT;-0.131865783287027;-0.131865783287027;-0.141408948725886;0
2020-09-22;4.213;3.903;4.062;741756.37;3020252.26;4.171;direct;;DOT;0.0268340718857705;0.0268340718857705;0.0264803520566153;0
2020-09-23;4.323;3.946;4.171;819417.8;3367696.48;4.003;direct;;DOT;-0.0402781107648046;-0.0402781107648046;-0.0411117352043715;0
2020-09-24;4.473;3.969;4.003;721979.45;3074665.14;4.391;direct;;DOT;0.0969273045216088;0.0969273045216088;0.0925129115691437;0
2020-09-25;4.536;4.249;4.391;698420.37;3075035.43;4.424;direct;;DOT;0.0075153723525394;0.0075153723525394;0.0074872726404533;0
2020-09-26;4.468;4.225;4.424;441138.05;1923990.9;4.334;direct;;DOT;-0.0203435804701629;-0.0203435804701629;-0.0205533611058664;0
2020-09-27;4.365;4.127;4.334;358805.19;1524178.92;4.301;direct;;DOT;-0.0076142131979694;-0.0076142131979694;-0.007643349312568;0
2020-09-28;4.585;4.256;4.301;790501.68;3497885.3;4.405;direct;;DOT;0.0241804231574052;0.0241804231574052;0.0238927055865437;0
2020-09-29;4.6;4.354;4.405;517520.28;2328779.09;4.495;direct;;DOT;0.0204313280363224;0.0204313280363224;0.0202254085354407;0
2020-09-30;4.495;4.25;4.495;417783.66;1818566.07;4.35;direct;;DOT;-0.0322580645161291;-0.0322580645161291;-0.032789822822991;0
2020-10-01;4.582;4.239;4.35;745297.28;3273188.11;4.35;direct;;DOT;0.0;0.0;0.0;0
2020-10-02;4.359;3.907;4.35;986676.7;4026892.62;4.121;direct;;DOT;-0.0526436781609194;-0.0526436781609194;-0.0540799927439122;0
2020-10-03;4.13;4.036;4.121;294634.39;1205043.56;4.07;direct;;DOT;-0.0123756369813153;-0.0123756369813153;-0.0124528529021768;0
2020-10-04;4.194;4.021;4.07;519446.08;2133813.97;4.18;direct;;DOT;0.027027027027027;0.027027027027027;0.0266682470821613;0
2020-10-05;4.242;4.111;4.18;343983.72;1438116.78;4.166;direct;;DOT;-0.0033492822966505;-0.0033492822966505;-0.0033549036978846;0
2020-10-06;4.182;3.605;4.166;1251374.8;4822801.82;3.753;direct;;DOT;-0.0991358617378781;-0.0991358617378781;-0.104400822685897;0
2020-10-07;3.884;3.601;3.753;598386.4;2252215.41;3.859;direct;;DOT;0.0282440714095391;0.0282440714095391;0.0278525624025978;0
2020-10-08;4.171;3.648;3.859;843340.7;3311579.81;4.122;direct;;DOT;0.0681523710805907;0.0681523710805907;0.0659303999127856;0
2020-10-09;4.349;4.015;4.122;790964.03;3322881.66;4.263;direct;;DOT;0.0342066957787481;0.0342066957787481;0.0336346553148061;0
2020-10-10;4.483;4.236;4.263;564260.45;2460754.13;4.246;direct;;DOT;-0.0039878020173584;-0.0039878020173584;-0.0039957745020089;0
2020-10-11;4.331;4.171;4.246;341087.58;1449530.81;4.249;direct;;DOT;0.0007065473386715;0.0007065473386715;0.0007062978516101;0
2020-10-12;4.448;4.188;4.249;708012.69;3077504.29;4.31;direct;;DOT;0.0143563191339138;0.0143563191339138;0.0142542429829817;0
2020-10-13;4.346;4.13;4.31;329423.91;1400077.81;4.256;direct;;DOT;-0.0125290023201855;-0.0125290023201855;-0.0126081520763131;0
2020-10-14;4.372;4.077;4.256;524458.45;2234392.8;4.197;direct;;DOT;-0.0138627819548872;-0.0138627819548872;-0.0139597676878893;0
2020-10-15;4.197;4.022;4.197;415421.2;1712300.54;4.097;direct;;DOT;-0.0238265427686442;-0.0238265427686442;-0.0241149857867198;0
2020-10-16;4.152;3.824;4.097;410940.2;1621933.09;3.914;direct;;DOT;-0.0446668293873567;-0.0446668293873567;-0.0456951295908496;0
2020-10-17;3.984;3.869;3.914;127966.06;504261.26;3.969;direct;;DOT;0.014052120592744;0.014052120592744;0.0139543048270439;0
2020-10-18;4.122;3.959;3.969;231971.24;943618.5;4.111;direct;;DOT;0.0357772738725119;0.0357772738725119;0.0351521341148129;0
2020-10-19;4.117;3.96;4.111;297778.45;1203310.98;3.989;direct;;DOT;-0.0296764777426417;-0.0296764777426417;-0.0301257349924717;0
2020-10-20;4.145;3.869;3.989;591625.82;2348018.45;3.914;direct;;DOT;-0.0188017046878917;-0.0188017046878917;-0.018980703949385;0
2020-10-21;4.249;3.901;3.914;642567.53;2628790.73;4.143;direct;;DOT;0.0585079202861523;0.0585079202861523;0.0568602941213803;0
2020-10-22;4.337;4.128;4.143;661939.49;2826053.69;4.27;direct;;DOT;0.0306541153753319;0.0306541153753319;0.0301936641452683;0
2020-10-23;4.478;4.192;4.27;444682.58;1922405.15;4.266;direct;;DOT;-0.0009367681498827;-0.0009367681498827;-0.0009372071913742;0
2020-10-24;4.432;4.24;4.266;315063.3;1373024.22;4.36;direct;;DOT;0.0220346929207689;0.0220346929207689;0.0217954373117843;0
2020-10-25;4.446;4.261;4.36;305267.03;1327153.41;4.332;direct;;DOT;-0.0064220183486239;-0.0064220183486239;-0.006442728222199;0
2020-10-26;4.749;4.293;4.332;906323.73;4136629.65;4.707;direct;;DOT;0.0865650969529086;0.0865650969529086;0.0830214332802612;0
2020-10-27;4.937;4.655;4.707;607883.53;2916451.0;4.68;direct;;DOT;-0.005736137667304;-0.005736137667304;-0.00575265248945;0
2020-10-28;4.768;4.258;4.68;218266.9;977321.13;4.367;direct;;DOT;-0.0668803418803419;-0.0668803418803419;-0.0692218354261314;0
2020-10-29;4.398;3.899;4.367;447375.09;1840596.95;4.057;direct;;DOT;-0.0709869475612548;-0.0709869475612548;-0.0736324902791137;0
2020-10-30;4.158;3.921;4.057;515247.45;2087270.35;4.086;direct;;DOT;0.0071481390189795;0.0071481390189795;0.0071227121711201;0
2020-10-31;4.272;4.067;4.086;219549.3;920496.11;4.183;direct;;DOT;0.0237395986294664;0.0237395986294664;0.0234621960646308;0
2020-11-01;4.222;4.113;4.183;140526.43;585992.26;4.222;direct;;DOT;0.0093234520678939;0.0093234520678939;0.0092802569660677;0
2020-11-02;4.264;3.97;4.222;368720.47;1517243.65;4.037;direct;;DOT;-0.0438180956892469;-0.0438180956892469;-0.0448071075553251;0
2020-11-03;4.066;3.898;4.037;244601.53;966553.87;4.029;direct;;DOT;-0.0019816695566014;-0.0019816695566014;-0.0019836356615936;0
2020-11-04;4.15;3.9;4.029;212893.72;851391.38;4.102;direct;;DOT;0.0181186398610078;0.0181186398610078;0.0179564534409788;0
2020-11-05;4.301;4.027;4.102;216471.15;911823.6;4.23;direct;;DOT;0.0312042905899561;0.0312042905899561;0.0307273334079976;0
2020-11-06;4.644;4.213;4.23;263426.15;1179126.9;4.584;direct;;DOT;0.0836879432624111;0.0836879432624111;0.0803699863542517;0
2020-11-07;4.858;4.103;4.584;399077.1;1762229.97;4.239;direct;;DOT;-0.075261780104712;-0.075261780104712;-0.0782445870419384;0
2020-11-08;4.431;4.143;4.239;262628.33;1135970.73;4.375;direct;;DOT;0.0320830384524653;0.0320830384524653;0.0315791274390778;0
2020-11-09;4.456;4.253;4.375;157181.07;684420.04;4.34;direct;;DOT;-0.008;-0.008;-0.0080321716972642;0
2020-11-10;4.499;4.307;4.34;218222.85;961537.84;4.42;direct;;DOT;0.0184331797235022;0.0184331797235022;0.0182653479772932;0
2020-11-11;4.627;4.42;4.42;560487.09;2524316.24;4.454;direct;;DOT;0.0076923076923076;0.0076923076923076;0.0076628727455692;0
2020-11-12;4.472;4.326;4.454;402547.95;1764690.59;4.409;direct;;DOT;-0.0101032779524023;-0.0101032779524023;-0.0101546624593754;0
2020-11-13;4.59;4.383;4.409;332721.08;1491012.51;4.545;direct;;DOT;0.0308459968246768;0.0308459968246768;0.0303798212536415;0
2020-11-14;4.547;4.364;4.545;182320.08;813839.68;4.47;direct;;DOT;-0.0165016501650166;-0.0165016501650166;-0.0166393190039646;0
2020-11-15;4.499;4.312;4.47;202281.8;893146.21;4.371;direct;;DOT;-0.0221476510067112;-0.0221476510067112;-0.0223965927442997;0
2020-11-16;4.591;4.348;4.371;460970.86;2071778.27;4.489;direct;;DOT;0.02699611072981;0.02699611072981;0.0266381439186174;0
2020-11-17;4.933;4.489;4.489;1141143.39;5484329.31;4.855;direct;;DOT;0.0815326353308088;0.0815326353308088;0.0783791419434932;0
2020-11-18;4.947;4.525;4.855;548040.08;2587333.05;4.688;direct;;DOT;-0.0343975283213184;-0.0343975283213184;-0.0350030494685769;0
2020-11-19;4.85;4.548;4.688;431893.15;2036900.96;4.757;direct;;DOT;0.0147184300341296;0.0147184300341296;0.014611165175433;0
2020-11-20;5.476;4.753;4.757;1678072.59;8817210.64;5.238;direct;;DOT;0.101114147571999;0.101114147571999;0.0963225286353759;0
2020-11-21;5.82;5.139;5.238;1113974.32;6110674.68;5.781;direct;;DOT;0.103665521191294;0.103665521191294;0.0986369320148186;0
2020-11-22;5.838;5.211;5.781;899268.73;4980503.78;5.515;direct;;DOT;-0.0460128005535374;-0.0460128005535374;-0.0471050253948733;0
2020-11-23;5.949;5.425;5.515;1165071.63;6697489.79;5.914;direct;;DOT;0.0723481414324569;0.0723481414324569;0.0698507687248198;0
2020-11-24;6.086;5.605;5.914;1583394.03;9308443.58;5.734;direct;;DOT;-0.0304362529590801;-0.0304362529590801;-0.0309090539691073;0
2020-11-25;5.838;5.125;5.734;1103029.86;6103444.21;5.31;direct;;DOT;-0.0739448901290548;-0.0739448901290548;-0.0768215322073307;0
2020-11-26;5.378;4.452;5.31;2050170.85;9824853.31;4.808;direct;;DOT;-0.0945386064030131;-0.0945386064030131;-0.099310638020941;0
2020-11-27;5.073;4.516;4.808;360408.17;1731073.59;4.815;direct;;DOT;0.0014559068219635;0.0014559068219635;0.0014548480171825;0
2020-11-28;4.954;4.678;4.815;385238.44;1869955.11;4.903;direct;;DOT;0.0182762201453788;0.0182762201453788;0.018111217419007;0
2020-11-29;5.204;4.814;4.903;577725.52;2891437.49;5.191;direct;;DOT;0.0587395472159902;0.0587395472159902;0.057079094175996;0
2020-11-30;5.447;5.142;5.191;618330.5;3283838.42;5.377;direct;;DOT;0.0358312463879791;0.0358312463879791;0.0352042409824489;0
2020-12-01;5.539;4.994;5.377;904045.7;4718349.9;5.091;direct;;DOT;-0.0531895108796726;-0.0531895108796726;-0.054656322907342;0
2020-12-02;5.55;5.011;5.091;504203.3;2694519.76;5.465;direct;;DOT;0.0734629738754664;0.0734629738754664;0.070889846708303;0
2020-12-03;5.574;5.333;5.465;469664.14;2563534.17;5.407;direct;;DOT;-0.0106129917657822;-0.0106129917657822;-0.010669711228634;0
2020-12-04;5.433;4.965;5.407;545783.23;2839676.22;5.025;direct;;DOT;-0.0706491584982429;-0.0706491584982429;-0.0732689564547284;0
2020-12-05;5.191;4.885;5.025;330129.18;1670944.13;5.188;direct;;DOT;0.0324378109452734;0.0324378109452734;0.0319228125090578;0
2020-12-06;5.201;5.011;5.188;180353.85;918907.0;5.135;direct;;DOT;-0.0102158828064765;-0.0102158828064765;-0.0102684230736758;0
2020-12-07;5.152;5.015;5.135;122762.71;623511.54;5.059;direct;;DOT;-0.0148003894839337;-0.0148003894839337;-0.0149110080707224;0
2020-12-08;5.069;4.704;5.059;696625.22;3362304.21;4.734;direct;;DOT;-0.0642419450484286;-0.0642419450484286;-0.0663983242180068;0
2020-12-09;4.939;4.623;4.734;599604.16;2871091.54;4.876;direct;;DOT;0.0299957752429236;0.0299957752429236;0.029554700527233;0
2020-12-10;4.911;4.751;4.876;324895.39;1570221.15;4.802;direct;;DOT;-0.0151763740771126;-0.0151763740771126;-0.0152927138199639;0
2020-12-11;4.802;4.547;4.802;256783.2;1192348.82;4.617;direct;;DOT;-0.0385256143273636;-0.0385256143273636;-0.0392873542742094;0
2020-12-12;4.797;4.617;4.617;211777.28;1001229.08;4.735;direct;;DOT;0.0255577214641542;0.0255577214641542;0.0252365831131898;0
2020-12-13;5.842;4.735;4.735;513856.4;2560737.02;4.885;direct;;DOT;0.0316789862724391;0.0316789862724391;0.0311875588567043;0
2020-12-14;5.011;4.836;4.885;289271.6;1414655.0;4.897;direct;;DOT;0.0024564994882294;0.0024564994882294;0.0024534872254342;0
2020-12-15;5.293;4.849;4.897;502478.16;2561954.11;5.25;direct;;DOT;0.072084949969369;0.072084949969369;0.0696053038833522;0
2020-12-16;5.373;5.127;5.25;547783.53;2873776.89;5.369;direct;;DOT;0.0226666666666666;0.0226666666666666;0.0224135948369;0
2020-12-17;5.738;5.271;5.369;1290812.04;7052635.34;5.346;direct;;DOT;-0.0042838517414788;-0.0042838517414788;-0.0042930537237051;0
2020-12-18;5.577;5.253;5.346;809008.2;4329637.79;5.363;direct;;DOT;0.0031799476243921;0.0031799476243921;0.003174902284061;0
2020-12-19;5.573;5.29;5.363;411818.71;2239359.93;5.343;direct;;DOT;-0.0037292560134254;-0.0037292560134254;-0.0037362270251539;0
2020-12-20;5.437;5.074;5.343;467387.09;2451861.07;5.19;direct;;DOT;-0.0286355979786636;-0.0286355979786636;-0.0290535957978371;0
2020-12-21;5.439;4.781;5.19;1281602.86;6484817.85;4.879;direct;;DOT;-0.059922928709056;-0.059922928709056;-0.0617934163440972;0
2020-12-22;5.171;4.802;4.879;784618.96;3950199.01;5.155;direct;;DOT;0.0565689690510351;0.0565689690510351;0.0550268366352231;0
2020-12-23;5.187;4.595;5.155;555847.67;2705112.1;4.72;direct;;DOT;-0.0843840931134822;-0.0843840931134822;-0.0881583178714593;0
2020-12-24;5.197;4.642;4.72;673809.23;3360425.43;5.131;direct;;DOT;0.0870762711864408;0.0870762711864408;0.0834917723623638;0
